System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:25:59:713, 37697429862107,   43.436,   29.000, 2900,   5.083, 514.980, 143.050,   2.239, 360.929, 100.258, 51,  0,   0.000,   0.000,   0.000,   0.072,   8.413,   2.337,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  85.395
13:25:59:837, 37697729617964,   43.560,   29.000, 3800,  11.226, 516.371, 143.436,   7.860, 361.902, 100.528, 52,  0,   0.000,   0.000,   0.000,   0.034,   8.417,   2.338,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  96.125
13:25:59:961, 37698030548581,   43.684,   31.000, 3800,  13.460, 518.045, 143.902,  10.609, 363.222, 100.895, 58,  0,   0.000,   0.000,   0.000,   0.016,   8.419,   2.339,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  77.045
13:26:00:086, 37698333508521,   43.810,   41.000, 1300,  15.602, 519.999, 144.444,  11.697, 364.687, 101.302, 54,  0,   0.000,   0.000,   0.000,   0.150,   8.438,   2.344,  24.000,  51.000, 105.000,   0.000,   0.000,   52,  86.585
13:26:00:212, 37698637221698,   43.935,   29.000, 1400,   6.296, 520.790, 144.664,   2.278, 364.973, 101.381, 52,  0,   0.000,   0.000,   0.000,   0.190,   8.462,   2.351,  24.000,  51.000, 105.000,   0.000,   0.000,  274,  51.297
13:26:00:321, 37698900565018,   44.044,   31.000, 1800,   4.663, 521.297, 144.805,   1.710, 365.159, 101.433, 52,  0,   0.000,   0.000,   0.000,   0.127,   8.476,   2.354,  24.000,  51.000, 105.000,   0.000,   0.000,  253,  55.935
13:26:00:454, 37699221693927,   44.177,   34.000, 1300,   5.673, 522.050, 145.014,   1.948, 365.418, 101.505, 52,  0,   0.000,   0.000,   0.000,   0.093,   8.488,   2.358,  24.000,  51.000, 105.000,   0.000,   0.000,  158,  72.403
13:26:00:569, 37699500356285,   44.292,   32.000, 1400,   5.611, 522.697, 145.194,   1.795, 365.625, 101.562, 51,  0,   0.000,   0.000,   0.000,   0.177,   8.508,   2.363,  24.000,  51.000, 105.000,   0.000,   0.000,  219,  66.005
13:26:00:694, 37699804016367,   44.418,   33.000, 1300,   5.028, 523.328, 145.369,   1.727, 365.841, 101.623, 50,  0,   0.000,   0.000,   0.000,   0.046,   8.514,   2.365,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  93.571
13:26:00:803, 37700065992904,   44.526,   36.000, 1300,   4.241, 523.787, 145.496,   1.624, 366.017, 101.671, 51,  0,   0.000,   0.000,   0.000,   0.021,   8.516,   2.366,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  86.168
13:26:00:927, 37700367912888,   44.651,   33.000, 1300,   4.725, 524.377, 145.660,   2.069, 366.275, 101.743, 52,  0,   0.000,   0.000,   0.000,   0.061,   8.524,   2.368,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  91.347
13:26:01:057, 37700682527492,   44.781,   31.000, 1300,   4.168, 524.919, 145.811,   1.623, 366.487, 101.802, 52,  0,   0.000,   0.000,   0.000,   0.025,   8.527,   2.369,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  77.938
13:26:01:175, 37700966729434,   44.898,   31.000, 1800,   6.813, 525.719, 146.033,   4.075, 366.965, 101.935, 57,  0,   0.000,   0.000,   0.000,   0.009,   8.528,   2.369,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  96.453
13:26:01:299, 37701267268808,   45.022,   30.000, 2400,   7.119, 526.604, 146.279,   4.438, 367.517, 102.088, 51,  0,   0.000,   0.000,   0.000,   0.049,   8.534,   2.371,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  91.480
13:26:01:425, 37701571527417,   45.148,   32.000, 3800,  15.003, 528.490, 146.803,  12.000, 369.026, 102.507, 57,  0,   0.000,   0.000,   0.000,   0.102,   8.547,   2.374,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  94.714
13:26:01:534, 37701834458494,   45.257,   29.000, 1800,  13.056, 529.909, 147.197,  10.113, 370.125, 102.812, 52,  0,   0.000,   0.000,   0.000,   0.015,   8.549,   2.375,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  95.092
13:26:01:659, 37702137307319,   45.382,   32.000, 1300,   6.207, 530.686, 147.413,   2.811, 370.477, 102.910, 52,  0,   0.000,   0.000,   0.000,   0.034,   8.553,   2.376,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  88.234
13:26:01:768, 37702400517580,   45.491,   32.000, 1300,   4.748, 531.203, 147.556,   1.838, 370.677, 102.966, 52,  0,   0.000,   0.000,   0.000,   0.020,   8.555,   2.376,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  96.270
13:26:01:878, 37702666615202,   45.601,   31.000, 1300,   6.203, 531.885, 147.746,   1.884, 370.884, 103.023, 52,  0,   0.000,   0.000,   0.000,   0.064,   8.562,   2.378,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  78.145
13:26:02:002, 37702966362913,   45.725,   26.000, 1300,   4.684, 532.466, 147.907,   1.565, 371.078, 103.077, 52,  0,   0.000,   0.000,   0.000,   0.172,   8.584,   2.384,  24.000,  51.000, 105.000,   0.000,   0.000,  242,  64.313
13:26:02:125, 37703264883795,   45.848,   27.000, 1300,   5.097, 533.095, 148.082,   1.708, 371.289, 103.136, 51,  0,   0.000,   0.000,   0.000,   0.143,   8.601,   2.389,  24.000,  51.000, 105.000,   0.000,   0.000,  321,  37.577
13:26:02:248, 37703561496314,   45.971,   30.000, 1300,   4.219, 533.612, 148.226,   1.551, 371.479, 103.189, 50,  0,   0.000,   0.000,   0.000,   0.118,   8.616,   2.393,  24.000,  51.000, 105.000,   0.000,   0.000,  168,  53.596
13:26:02:373, 37703864412900,   46.096,   53.000, 2400,   6.361, 534.408, 148.447,   3.534, 371.921, 103.312, 54,  0,   0.000,   0.000,   0.000,   0.064,   8.624,   2.395,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  92.989
13:26:02:498, 37704166200102,   46.221,   38.000, 1300,   7.066, 535.290, 148.692,   4.394, 372.470, 103.464, 51,  0,   0.000,   0.000,   0.000,   0.021,   8.626,   2.396,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  94.240
13:26:02:606, 37704428923502,   46.329,   32.000, 2900,   6.073, 535.949, 148.875,   3.273, 372.825, 103.562, 58,  0,   0.000,   0.000,   0.000,   0.058,   8.633,   2.398,  24.000,  51.000, 105.000,   0.000,   0.000,  122,  85.363
13:26:02:730, 37704729624471,   46.454,   28.000, 3600,   8.032, 536.948, 149.152,   5.342, 373.489, 103.747, 55,  0,   0.000,   0.000,   0.000,   0.037,   8.637,   2.399,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  95.840
13:26:02:854, 37705028509230,   46.577,   37.000, 3800,  15.154, 538.820, 149.672,  12.263, 375.004, 104.168, 54,  0,   0.000,   0.000,   0.000,   0.018,   8.639,   2.400,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  93.079
13:26:02:978, 37705329482255,   46.702,   35.000, 2300,  12.654, 540.394, 150.110,   9.778, 376.221, 104.506, 52,  0,   0.000,   0.000,   0.000,   0.022,   8.642,   2.401,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  93.638
13:26:03:102, 37705629536312,   46.826,   33.000, 1300,   4.998, 541.014, 150.282,   2.111, 376.482, 104.578, 51,  0,   0.000,   0.000,   0.000,   0.205,   8.668,   2.408,  24.000,  51.000, 105.000,   0.000,   0.000,  265,  64.011
13:26:03:212, 37705894541832,   46.935,   29.000, 1300,   4.930, 541.554, 150.432,   1.378, 376.633, 104.620, 51,  0,   0.000,   0.000,   0.000,   0.107,   8.679,   2.411,  24.000,  51.000, 105.000,   0.000,   0.000,  138,  74.823
13:26:03:337, 37706196700260,   47.060,   29.000, 2000,   4.458, 542.111, 150.586,   1.864, 376.866, 104.685, 51,  0,   0.000,   0.000,   0.000,   0.045,   8.685,   2.412,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  92.085
13:26:03:462, 37706500336370,   47.186,   24.000, 1300,   5.686, 542.825, 150.785,   2.295, 377.154, 104.765, 50,  0,   0.000,   0.000,   0.000,   0.033,   8.689,   2.414,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  85.976
13:26:03:586, 37706799374793,   47.309,   22.000, 1900,   4.740, 543.411, 150.947,   2.279, 377.436, 104.843, 51,  0,   0.000,   0.000,   0.000,   0.084,   8.699,   2.417,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  82.507
13:26:03:711, 37707102259009,   47.434,   23.000, 1300,   4.718, 544.001, 151.111,   2.238, 377.716, 104.921, 50,  0,   0.000,   0.000,   0.000,   0.119,   8.714,   2.421,  24.000,  51.000, 105.000,   0.000,   0.000,   79,  55.755
13:26:03:852, 37707443091388,   47.575,   25.000, 1300,   4.082, 544.576, 151.271,   1.650, 377.948, 104.986, 50,  0,   0.000,   0.000,   0.000,   0.095,   8.728,   2.424,  24.000,  51.000, 105.000,   0.000,   0.000,  625,  18.166
13:26:03:979, 37707750100468,   47.702,   30.000, 3000,   4.679, 545.170, 151.436,   1.707, 378.165, 105.046, 51,  0,   0.000,   0.000,   0.000,   0.114,   8.742,   2.428,  24.000,  51.000, 105.000,   0.000,   0.000,  105,  42.281
13:26:04:103, 37708049106851,   47.826,   28.000, 1600,   6.846, 546.016, 151.671,   3.933, 378.651, 105.181, 51,  0,   0.000,   0.000,   0.000,   0.058,   8.749,   2.430,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  75.652
13:26:04:225, 37708345450220,   47.948,   30.000, 3400,  12.096, 547.498, 152.083,   8.618, 379.707, 105.474, 55,  0,   0.000,   0.000,   0.000,   0.019,   8.752,   2.431,  24.000,  51.000, 105.000,   0.000,   0.000,  142,  88.114
13:26:04:349, 37708645493973,   48.072,   29.000, 3800,  15.368, 549.404, 152.612,  12.381, 381.243, 105.901, 56,  0,   0.000,   0.000,   0.000,   0.059,   8.759,   2.433,  24.000,  51.000, 105.000,   0.000,   0.000,    8,  85.881
13:26:04:472, 37708941787847,   48.195,   28.000, 1700,   9.647, 550.586, 152.940,   6.175, 381.999, 106.111, 52,  0,   0.000,   0.000,   0.000,   0.036,   8.763,   2.434,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  87.852
13:26:04:595, 37709240511935,   48.318,   26.000, 1800,   8.197, 551.598, 153.222,   4.122, 382.508, 106.252, 52,  0,   0.000,   0.000,   0.000,   0.108,   8.777,   2.438,  24.000,  51.000, 105.000,   0.000,   0.000,   64,  86.778
13:26:04:718, 37709538328038,   48.441,   16.000, 1600,   5.690, 552.298, 153.416,   2.808, 382.854, 106.348, 50,  0,   0.000,   0.000,   0.000,   0.097,   8.788,   2.441,  24.000,  51.000, 105.000,   0.000,   0.000,  523,  16.214
13:26:04:842, 37709837391856,   48.565,   28.000, 1300,   4.739, 552.884, 153.579,   1.677, 383.061, 106.406, 51,  0,   0.000,   0.000,   0.000,   0.025,   8.792,   2.442,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  63.864
13:26:04:981, 37710173935889,   48.704,   28.000, 1300,   4.280, 553.479, 153.744,   1.744, 383.303, 106.473, 50,  0,   0.000,   0.000,   0.000,   0.068,   8.801,   2.445,  24.000,  51.000, 105.000,   0.000,   0.000,  103,  57.982
13:26:05:105, 37710473231930,   48.828,   20.000, 1300,   4.259, 554.006, 153.891,   1.180, 383.449, 106.514, 50,  0,   0.000,   0.000,   0.000,   0.051,   8.807,   2.446,  24.000,  51.000, 105.000,   0.000,   0.000,  505,  16.898
13:26:05:228, 37710772065725,   48.951,   28.000, 1300,   3.739, 554.468, 154.019,   1.300, 383.610, 106.558, 50,  0,   0.000,   0.000,   0.000,   0.070,   8.816,   2.449,  24.000,  51.000, 105.000,   0.000,   0.000,   61,  53.270
13:26:05:352, 37711070909275,   49.075,   23.000, 1300,   3.930, 554.954, 154.154,   1.125, 383.749, 106.597, 51,  0,   0.000,   0.000,   0.000,   0.052,   8.823,   2.451,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  83.378
13:26:05:477, 37711373223168,   49.200,   27.000, 2900,   4.500, 555.516, 154.310,   2.027, 384.002, 106.667, 51,  0,   0.000,   0.000,   0.000,   0.055,   8.829,   2.453,  24.000,  51.000, 105.000,   0.000,   0.000,  551,  17.791
13:26:05:615, 37711708694314,   49.338,   26.000, 1500,   6.608, 556.432, 154.565,   4.046, 384.563, 106.823, 51,  0,   0.000,   0.000,   0.000,   0.075,   8.840,   2.455,  24.000,  51.000, 105.000,   0.000,   0.000,   65,  29.969
13:26:05:740, 37712009025171,   49.463,   30.000, 3800,  12.252, 557.953, 154.987,   9.393, 385.730, 107.147, 54,  0,   0.000,   0.000,   0.000,   0.058,   8.847,   2.457,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  66.172
13:26:05:847, 37712269275156,   49.570,   32.000, 3800,  15.571, 559.628, 155.452,  12.486, 387.073, 107.520, 56,  0,   0.000,   0.000,   0.000,   0.145,   8.863,   2.462,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  92.760
13:26:05:955, 37712530697155,   49.678,   31.000, 3800,  16.675, 561.430, 155.953,  12.099, 388.380, 107.883, 57,  0,   0.000,   0.000,   0.000,   0.243,   8.889,   2.469,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  87.916
13:26:06:095, 37712869185084,   49.818,   34.000, 1900,  13.653, 563.341, 156.484,   9.410, 389.697, 108.249, 52,  0,   0.000,   0.000,   0.000,   0.215,   8.919,   2.477,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  93.623
13:26:06:220, 37713171993929,   49.943,   23.000, 1300,   4.807, 563.942, 156.651,   1.426, 389.875, 108.299, 52,  0,   0.000,   0.000,   0.000,   0.145,   8.937,   2.483,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  76.718
13:26:06:345, 37713472570863,   50.068,   28.000, 1300,   4.187, 564.463, 156.795,   1.551, 390.068, 108.352, 52,  0,   0.000,   0.000,   0.000,   0.131,   8.953,   2.487,  24.000,  51.000, 105.000,   0.000,   0.000,   47,  92.785
13:26:06:455, 37713739696713,   50.178,   27.000, 1300,   4.852, 564.998, 156.944,   1.493, 390.233, 108.398, 50,  0,   0.000,   0.000,   0.000,   0.093,   8.964,   2.490,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  88.928
13:26:06:578, 37714038091548,   50.301,   41.000, 1400,   6.115, 565.753, 157.154,   3.063, 390.611, 108.503, 52,  0,   0.000,   0.000,   0.000,   0.303,   9.001,   2.500,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  93.733
13:26:06:702, 37714338401425,   50.425,   28.000, 1300,   5.254, 566.405, 157.335,   2.002, 390.859, 108.572, 50,  0,   0.000,   0.000,   0.000,   0.098,   9.013,   2.504,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  81.814
13:26:06:827, 37714640726501,   50.550,   31.000, 1300,   4.889, 567.016, 157.504,   1.977, 391.106, 108.641, 52,  0,   0.000,   0.000,   0.000,   0.204,   9.039,   2.511,  24.000,  51.000, 105.000,   0.000,   0.000,   62,  77.602
13:26:06:951, 37714940636412,   50.674,   34.000, 3800,   5.208, 567.661, 157.684,   2.485, 391.414, 108.726, 50,  0,   0.000,   0.000,   0.000,   0.120,   9.053,   2.515,  24.000,  51.000, 105.000,   0.000,   0.000,   60,  79.891
13:26:07:061, 37715205832728,   50.784,   32.000, 3500,  10.289, 568.789, 157.997,   7.498, 392.236, 108.954, 59,  0,   0.000,   0.000,   0.000,   0.059,   9.060,   2.517,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  96.168
13:26:07:185, 37715506653760,   50.908,   37.000, 2400,  15.149, 570.673, 158.520,  11.720, 393.694, 109.359, 55,  0,   0.000,   0.000,   0.000,   0.170,   9.081,   2.523,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  95.831
13:26:07:295, 37715771694178,   51.018,   38.000, 3800,  15.605, 572.383, 158.995,  10.919, 394.890, 109.692, 55,  0,   0.000,   0.000,   0.000,   0.442,   9.130,   2.536,  24.000,  51.000, 105.000,   0.000,   0.000,   75,  91.687
13:26:07:404, 37716035048712,   51.127,   37.000, 1300,   7.620, 573.212, 159.226,   2.829, 395.198, 109.777, 52,  0,   0.000,   0.000,   0.000,   0.387,   9.172,   2.548,  24.000,  51.000, 105.000,   0.000,   0.000,  254,  62.030
13:26:07:526, 37716332031815,   51.250,   35.000, 1400,   5.234, 573.855, 159.404,   1.981, 395.441, 109.845, 52,  0,   0.000,   0.000,   0.000,   0.228,   9.200,   2.555,  24.000,  51.000, 105.000,   0.000,   0.000,  203,  67.793
13:26:07:652, 37716635420724,   51.375,   32.000, 1300,   5.063, 574.490, 159.580,   1.895, 395.678, 109.911, 52,  0,   0.000,   0.000,   0.000,   0.201,   9.225,   2.562,  24.000,  51.000, 105.000,   0.000,   0.000,  317,  57.958
13:26:07:762, 37716901585171,   51.485,   28.000, 1400,   4.206, 574.952, 159.709,   1.493, 395.843, 109.956, 50,  0,   0.000,   0.000,   0.000,   0.138,   9.240,   2.567,  24.000,  51.000, 105.000,   0.000,   0.000,  209,  65.663
13:26:07:887, 37717204007871,   51.610,   30.000, 1300,   5.729, 575.669, 159.908,   2.310, 396.132, 110.037, 50,  0,   0.000,   0.000,   0.000,   0.093,   9.252,   2.570,  24.000,  51.000, 105.000,   0.000,   0.000,   96,  76.276
13:26:08:010, 37717501620774,   51.733,   32.000, 1400,   4.533, 576.226, 160.063,   1.892, 396.364, 110.101, 51,  0,   0.000,   0.000,   0.000,   0.078,   9.261,   2.573,  24.000,  51.000, 105.000,   0.000,   0.000,  155,  71.624
13:26:08:134, 37717801184412,   51.857,   33.000, 1300,   5.802, 576.945, 160.262,   2.418, 396.664, 110.184, 50,  0,   0.000,   0.000,   0.000,   0.018,   9.264,   2.573,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  87.701
13:26:08:254, 37718094199602,   51.978,   32.000, 1300,   4.543, 577.495, 160.415,   1.564, 396.853, 110.237, 51,  0,   0.000,   0.000,   0.000,   0.045,   9.269,   2.575,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  92.253
13:26:08:382, 37718401164804,   52.105,   32.000, 1400,   5.778, 578.228, 160.619,   2.750, 397.202, 110.334, 52,  0,   0.000,   0.000,   0.000,   0.059,   9.276,   2.577,  24.000,  51.000, 105.000,   0.000,   0.000,   67,  90.225
13:26:08:523, 37718743166978,   52.246,   39.000, 2900,   8.673, 579.454, 160.960,   5.179, 397.934, 110.537, 61,  0,   0.000,   0.000,   0.000,   0.047,   9.283,   2.579,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  95.238
13:26:08:647, 37719043146306,   52.370,   31.000, 3800,  13.072, 581.075, 161.410,   9.541, 399.117, 110.866, 57,  0,   0.000,   0.000,   0.000,   0.046,   9.289,   2.580,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  86.652
13:26:08:772, 37719343730088,   52.494,   34.000, 1500,  15.047, 582.945, 161.929,  11.530, 400.550, 111.264, 54,  0,   0.000,   0.000,   0.000,   0.100,   9.301,   2.584,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  93.126
13:26:08:881, 37719608696050,   52.604,   35.000, 1300,   5.932, 583.594, 162.110,   2.459, 400.819, 111.339, 51,  0,   0.000,   0.000,   0.000,   0.087,   9.311,   2.586,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  94.419
13:26:09:004, 37719907505517,   52.727,   29.000, 1300,   4.518, 584.153, 162.265,   1.655, 401.024, 111.395, 52,  0,   0.000,   0.000,   0.000,   0.182,   9.333,   2.593,  24.000,  51.000, 105.000,   0.000,   0.000,  277,  58.324
13:26:09:144, 37720245015534,   52.867,   36.000, 2200,   6.298, 585.031, 162.509,   3.549, 401.519, 111.533, 53,  0,   0.000,   0.000,   0.000,   0.030,   9.337,   2.594,  24.000,  51.000, 105.000,   0.000,   0.000,  370,  32.456
13:26:09:251, 37720503379880,   52.974,   24.000, 1300,   5.469, 585.615, 162.671,   2.987, 401.838, 111.622, 50,  0,   0.000,   0.000,   0.000,   0.009,   9.338,   2.594,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  85.550
13:26:09:360, 37720768236337,   53.083,   25.000, 3000,   6.247, 586.299, 162.861,   2.643, 402.127, 111.702, 52,  0,   0.000,   0.000,   0.000,   0.069,   9.346,   2.596,  24.000,  51.000, 105.000,   0.000,   0.000,   54,  88.163
13:26:09:485, 37721069959424,   53.208,   22.000, 3600,   7.760, 587.267, 163.130,   4.172, 402.648, 111.847, 51,  0,   0.000,   0.000,   0.000,   0.127,   9.362,   2.600,  24.000,  51.000, 105.000,   0.000,   0.000,  419,  44.556
13:26:09:630, 37721420681063,   53.353,   27.000, 1300,   7.424, 588.343, 163.429,   4.280, 403.268, 112.019, 51,  0,   0.000,   0.000,   0.000,   0.021,   9.365,   2.601,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  70.471
13:26:09:746, 37721700807236,   53.469,   19.000, 1300,   4.615, 588.878, 163.577,   2.120, 403.513, 112.087, 51,  0,   0.000,   0.000,   0.000,   0.121,   9.379,   2.605,  24.000,  51.000, 105.000,   0.000,   0.000,  123,  82.707
13:26:09:869, 37721999713678,   53.592,   27.000, 2300,   9.199, 590.014, 163.893,   6.566, 404.325, 112.312, 56,  0,   0.000,   0.000,   0.000,   0.044,   9.384,   2.607,  24.000,  51.000, 105.000,   0.000,   0.000,   82,  74.288
13:26:09:993, 37722297756244,   53.716,   25.000, 3700,  12.188, 591.516, 164.310,   8.852, 405.415, 112.615, 53,  0,   0.000,   0.000,   0.000,   0.194,   9.408,   2.613,  24.000,  51.000, 105.000,   0.000,   0.000,  288,  66.555
13:26:10:103, 37722564299761,   53.826,   27.000, 3400,  15.232, 593.194, 164.776,  10.892, 406.615, 112.949, 54,  0,   0.000,   0.000,   0.000,   0.129,   9.422,   2.617,  24.000,  51.000, 105.000,   0.000,   0.000,  138,  46.044
13:26:10:211, 37722826860961,   53.934,   22.000, 1400,   4.621, 593.696, 164.915,   2.109, 406.844, 113.012, 51,  0,   0.000,   0.000,   0.000,   0.095,   9.433,   2.620,  24.000,  51.000, 105.000,   0.000,   0.000,   58,  41.468
13:26:10:336, 37723128318568,   54.059,   23.000, 1600,   4.618, 594.271, 165.075,   1.431, 407.023, 113.062, 50,  0,   0.000,   0.000,   0.000,   0.102,   9.445,   2.624,  24.000,  51.000, 105.000,   0.000,   0.000,  315,  62.933
13:26:10:461, 37723430275491,   54.184,   24.000, 1300,   3.536, 594.713, 165.198,   1.261, 407.180, 113.106, 50,  0,   0.000,   0.000,   0.000,   0.048,   9.451,   2.625,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  61.778
13:26:10:586, 37723733408370,   54.309,   27.000, 1300,   3.747, 595.182, 165.328,   1.365, 407.351, 113.153, 50,  0,   0.000,   0.000,   0.000,   0.082,   9.462,   2.628,  24.000,  51.000, 105.000,   0.000,   0.000,  842,  13.886
13:26:10:710, 37724033554205,   54.433,   23.000, 1300,   3.204, 595.580, 165.439,   1.138, 407.492, 113.192, 50,  0,   0.000,   0.000,   0.000,   0.033,   9.466,   2.629,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  47.463
13:26:10:834, 37724333035391,   54.557,   26.000, 1300,   3.774, 596.047, 165.569,   1.323, 407.656, 113.238, 50,  0,   0.000,   0.000,   0.000,   0.088,   9.477,   2.632,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  76.864
13:26:10:959, 37724635094410,   54.682,   28.000, 1300,   3.435, 596.476, 165.688,   1.254, 407.813, 113.281, 50,  0,   0.000,   0.000,   0.000,   0.043,   9.482,   2.634,  24.000,  51.000, 105.000,   0.000,   0.000,   51,  48.359
13:26:11:085, 37724941111500,   54.808,   30.000, 1300,   3.979, 596.979, 165.828,   1.558, 408.010, 113.336, 50,  0,   0.000,   0.000,   0.000,   0.028,   9.486,   2.635,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  86.498
13:26:11:211, 37725244442540,   54.934,   25.000, 1500,   6.799, 597.831, 166.064,   4.247, 408.542, 113.484, 59,  0,   0.000,   0.000,   0.000,   0.046,   9.491,   2.636,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  80.430
13:26:11:335, 37725544680618,   55.058,   27.000, 3800,  11.088, 599.208, 166.447,   8.092, 409.546, 113.763, 55,  0,   0.000,   0.000,   0.000,   0.123,   9.507,   2.641,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  87.217
13:26:11:443, 37725806601437,   55.166,   29.000, 3800,  16.201, 600.962, 166.934,  12.460, 410.895, 114.138, 57,  0,   0.000,   0.000,   0.000,   0.220,   9.530,   2.647,  24.000,  51.000, 105.000,   0.000,   0.000,  158,  72.111
13:26:11:567, 37726108064360,   55.291,   32.000, 1300,   8.486, 602.019, 167.228,   5.071, 411.527, 114.313, 50,  0,   0.000,   0.000,   0.000,   0.350,   9.574,   2.659,  24.000,  51.000, 105.000,   0.000,   0.000,  110,  73.275
13:26:11:680, 37726379552457,   55.403,   31.000, 1300,   4.290, 602.501, 167.361,   1.479, 411.693, 114.359, 51,  0,   0.000,   0.000,   0.000,   0.125,   9.588,   2.663,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  82.892
13:26:11:820, 37726719141784,   55.543,   26.000, 1300,   4.272, 603.100, 167.528,   1.586, 411.916, 114.421, 51,  0,   0.000,   0.000,   0.000,   0.193,   9.615,   2.671,  24.000,  51.000, 105.000,   0.000,   0.000,  229,  64.578
13:26:11:940, 37727009939055,   55.663,   28.000, 1300,   4.373, 603.626, 167.674,   1.478, 412.094, 114.470, 50,  0,   0.000,   0.000,   0.000,   0.296,   9.651,   2.681,  24.000,  51.000, 105.000,   0.000,   0.000,  190,  42.816
13:26:12:064, 37727308377045,   55.787,   29.000, 1300,   4.016, 604.121, 167.811,   1.401, 412.266, 114.518, 50,  0,   0.000,   0.000,   0.000,   0.216,   9.677,   2.688,  24.000,  51.000, 105.000,   0.000,   0.000,  119,  77.759
13:26:12:220, 37727685680679,   55.943,   31.000, 1300,   4.457, 604.816, 168.005,   1.721, 412.535, 114.593, 50,  0,   0.000,   0.000,   0.000,   0.229,   9.713,   2.698,  24.000,  51.000, 105.000,   0.000,   0.000,  238,  60.642
13:26:12:330, 37727952523457,   56.053,   27.000, 1300,   3.893, 605.246, 168.124,   1.149, 412.662, 114.628, 50,  0,   0.000,   0.000,   0.000,   0.286,   9.745,   2.707,  24.000,  51.000, 105.000,   0.000,   0.000,  140,  58.758
13:26:12:470, 37728291722223,   56.193,   31.000, 1300,   4.432, 605.867, 168.296,   1.562, 412.881, 114.689, 50,  0,   0.000,   0.000,   0.000,   0.352,   9.794,   2.721,  24.000,  51.000, 105.000,   0.000,   0.000,  284,  57.738
13:26:12:609, 37728628166003,   56.332,   29.000, 1500,   6.931, 606.831, 168.564,   3.547, 413.374, 114.826, 50,  0,   0.000,   0.000,   0.000,   0.064,   9.803,   2.723,  24.000,  51.000, 105.000,   0.000,   0.000,   62,  75.150
